outcome,prediction
0,0.033269834
0,0.033229183
0,0.033208508
0,0.033190366
0,0.03311586
0,0.033105724
0,0.033070985
0,0.033049602
0,0.033016235
0,0.032982618
0,0.032957271
0,0.032931685
0,0.032911379
0,0.032876499
0,0.032826766
0,0.032815758
0,0.032801818
0,0.032776419
0,0.032773361
0,0.032756943
0,0.032652132
0,0.032512765
0,0.032401055
0,0.032398518
0,0.032398518
0,0.032369565
0,0.032260146
0,0.032232523
0,0.032214683
0,0.032186627
1,0.032183636
1,0.032165401
0,0.032106888
0,0.03207843
0,0.031985674
0,0.031962942
0,0.031959798
0,0.031917207
0,0.031917207
0,0.031917207
0,0.031917207
0,0.031917207
0,0.031897128
0,0.031892881
0,0.031878583
0,0.031838331
0,0.031828925
0,0.031791639
0,0.031778447
0,0.031767063
0,0.03172816
0,0.03169477
1,0.031674623
0,0.031652093
0,0.031648029
0,0.031554982
0,0.031514805
0,0.031513691
0,0.031492412
0,0.031447489
0,0.031425551
0,0.031413086
0,0.031386003
0,0.031361684
0,0.031325605
0,0.031279564
0,0.031271916
0,0.031178998
0,0.031165076
1,0.031101946
0,0.031025881
0,0.031009268
0,0.030969564
1,0.030937843
0,0.03092479
1,0.030891109
0,0.030886287
0,0.030872205
0,0.030871524
1,0.030802058
0,0.030793533
0,0.030777086
0,0.030729776
0,0.030704273
0,0.030692805
0,0.030617196
0,0.030605286
0,0.030586705
0,0.030583126
0,0.03055848
0,0.030537
0,0.030480316
0,0.030450003
0,0.030443294
0,0.030424019
0,0.030418716
0,0.030319309
0,0.030203063
0,0.030168612
0,0.03013619
0,0.030102452
0,0.030053535
0,0.030052558
0,0.030044008
0,0.03002497
0,0.029952044
0,0.029911228
0,0.029890571
0,0.029853588
0,0.029805426
0,0.029796941
0,0.029686715
0,0.029618567
0,0.029608957
0,0.029593809
0,0.02959162
0,0.029516175
0,0.029511049
0,0.029490193
0,0.029478816
0,0.029457498
1,0.029442513
0,0.029424049
1,0.029389774
0,0.02937622
0,0.029321479
0,0.029308703
0,0.029291928
0,0.029281968
0,0.02926911
0,0.029256383
0,0.029243575
0,0.029235834
0,0.029176982
0,0.029176092
0,0.029158982
0,0.029147942
0,0.029144445
0,0.029137148
0,0.029123366
0,0.029075664
0,0.029032335
0,0.029005142
0,0.028997315
0,0.028995879
0,0.028994374
0,0.028917588
0,0.028917588
1,0.028908204
0,0.028903995
0,0.028750109
0,0.028738979
0,0.028720882
0,0.028678475
0,0.028663339
0,0.02864261
0,0.028627822
0,0.028622041
0,0.028611913
0,0.028588722
0,0.028508972
0,0.028470146
0,0.028362503
0,0.028344905
0,0.028306369
0,0.028302455
0,0.02811132
0,0.028082248
0,0.02794515
0,0.027882164
0,0.027869321
0,0.027852284
0,0.027850181
0,0.027850181
0,0.027771827
0,0.027706129
0,0.027657475
0,0.027637618
0,0.027563533
0,0.027561322
0,0.027537372
0,0.027522372
1,0.027521541
0,0.027450137
0,0.027427539
0,0.027350409
0,0.027333837
0,0.027317496
1,0.027309852
0,0.027259933
0,0.027244903
0,0.027213175
0,0.027200315
0,0.027197156
0,0.027189456
0,0.027173176
0,0.027137168
0,0.027136909
0,0.027117884
0,0.027065348
0,0.027033517
0,0.027032403
0,0.027028028
0,0.026951736
0,0.026920564
0,0.026892031
0,0.026880218
0,0.026815023
0,0.02676435
0,0.026760457
0,0.026724311
0,0.026671957
0,0.02664315
0,0.02663962
0,0.026621414
0,0.026613716
0,0.026603416
0,0.026586022
0,0.026582839
0,0.026570631
0,0.026566101
0,0.026535256
0,0.026535068
0,0.026510654
0,0.026423179
0,0.026419092
0,0.02631503
0,0.02626632
0,0.026238678
0,0.026206143
0,0.026198164
0,0.026159214
0,0.026153371
0,0.026135208
0,0.026127303
0,0.026072111
0,0.026012292
0,0.025982434
0,0.025982119
0,0.025933094
1,0.025928
0,0.02589925
0,0.025894981
1,0.025872359
0,0.025857553
0,0.025788816
0,0.025788747
0,0.025776839
0,0.025764806
0,0.025757818
0,0.025751142
0,0.025716867
0,0.025679087
0,0.025647102
0,0.025637202
0,0.025609067
0,0.025575515
0,0.02555633
0,0.02555069
0,0.025548032
0,0.025543461
0,0.025529366
0,0.025486013
0,0.025481954
0,0.025437053
0,0.025392922
0,0.025354775
0,0.025325581
0,0.025311064
0,0.025284508
0,0.025275946
1,0.025275789
0,0.025252452
0,0.025243675
0,0.025191052
0,0.025189681
0,0.025176466
0,0.025158159
0,0.025140058
0,0.02513364
0,0.025105724
0,0.025067113
1,0.025049429
0,0.024990709
0,0.02494389
0,0.024928717
0,0.024906764
0,0.024894521
0,0.024892818
0,0.024871524
0,0.02482596
0,0.024822894
0,0.024816871
0,0.024774486
0,0.024744065
0,0.024703834
0,0.024654033
0,0.02462345
0,0.024621239
0,0.024594352
0,0.024580231
0,0.024562174
0,0.024535507
0,0.024498258
0,0.02447661
0,0.024475509
0,0.024462566
0,0.02446175
1,0.02446048
0,0.024454383
0,0.024405951
0,0.024395842
0,0.024384381
0,0.024375033
0,0.024363548
0,0.024335481
0,0.024325013
0,0.024289429
0,0.024287146
0,0.024278194
0,0.024277667
0,0.024257379
0,0.02423784
0,0.024223948
0,0.024168177
0,0.024159279
0,0.024156757
0,0.02415484
0,0.024154278
0,0.024078013
0,0.02406979
0,0.024064591
0,0.024040258
0,0.023965839
1,0.023960752
0,0.023959326
0,0.02395878
0,0.023947135
0,0.023945456
0,0.023930807
0,0.02392957
0,0.023901109
0,0.023896936
0,0.023880824
0,0.02387025
1,0.023857119
0,0.023854883
0,0.023743676
0,0.023713689
0,0.023674643
0,0.023644274
0,0.023625039
1,0.023615798
0,0.023613846
0,0.023595802
0,0.023551822
0,0.023546671
0,0.023524584
0,0.023521781
0,0.02349568
0,0.023481205
0,0.023456929
0,0.023455335
0,0.023386497
0,0.023371015
0,0.02336527
0,0.023342505
0,0.023328139
0,0.02329265
0,0.023264008
0,0.023248222
0,0.023228828
0,0.023217261
0,0.023216743
0,0.023167003
0,0.02316569
0,0.023130843
0,0.023111673
0,0.023051007
0,0.023041587
0,0.023025056
0,0.023024987
0,0.023023743
0,0.023010684
0,0.02296504
0,0.022960516
0,0.022949031
0,0.022935392
0,0.022928795
0,0.022913031
0,0.022884978
1,0.022791609
0,0.022770124
0,0.022768099
0,0.022766547
0,0.022729268
0,0.022707436
0,0.022689519
0,0.022686353
0,0.022671465
0,0.022659253
0,0.022656363
0,0.022624593
0,0.022622256
0,0.022620711
0,0.022566577
0,0.022565946
0,0.022557855
0,0.022534184
0,0.022526892
0,0.022526892
0,0.022526892
0,0.022526892
0,0.022492209
0,0.022439286
0,0.022430344
0,0.022416884
0,0.02240449
0,0.02238881
0,0.022388225
1,0.022371886
0,0.022367684
0,0.022341736
0,0.02233253
0,0.022306424
0,0.022241356
0,0.022240702
0,0.022221401
0,0.022212826
0,0.022200236
0,0.022191852
0,0.022156328
0,0.022153135
0,0.022142477
0,0.022134718
0,0.022097589
0,0.022068372
0,0.022066643
0,0.022058016
0,0.022056578
0,0.022051731
1,0.022045296
0,0.022042762
0,0.021967087
0,0.021949347
0,0.021902703
0,0.021902703
0,0.021902703
0,0.021902421
0,0.021882942
0,0.021877695
0,0.021875201
0,0.021857062
0,0.021854969
0,0.021822581
1,0.0218079
0,0.021802519
0,0.021765212
0,0.021752885
0,0.021746678
1,0.021712663
0,0.021665519
0,0.021653583
0,0.021619335
0,0.02160134
0,0.021497382
0,0.021443812
0,0.021418534
0,0.021416983
0,0.021410689
0,0.021336783
0,0.021330258
0,0.021320498
0,0.021305962
0,0.021289727
0,0.021276953
0,0.021276953
0,0.02124588
0,0.02121597
0,0.021208841
0,0.021175994
0,0.021173937
0,0.021163039
0,0.021157568
0,0.021156169
0,0.021153815
0,0.021130346
0,0.021115137
0,0.021114388
0,0.021096101
0,0.021089783
0,0.021075176
0,0.021059541
0,0.021053251
0,0.021041639
0,0.021030895
0,0.020997973
0,0.020997718
0,0.020983076
0,0.020962568
0,0.020959945
0,0.020959685
0,0.020925011
0,0.020922961
0,0.020922961
0,0.020922961
0,0.020922961
0,0.020922961
0,0.020922961
0,0.020922961
0,0.020916265
0,0.020878274
0,0.020847289
0,0.020847108
0,0.020820018
0,0.020758031
1,0.020732112
0,0.020715231
0,0.020709811
0,0.02069658
0,0.020646201
0,0.020630836
0,0.020622313
0,0.02061514
0,0.020602267
0,0.020554667
0,0.020540582
0,0.020512462
0,0.020502649
0,0.020488512
0,0.02048704
0,0.020467903
0,0.020457741
0,0.020378366
0,0.020377681
0,0.020362675
0,0.020357177
0,0.020343907
0,0.020338641
0,0.020314889
1,0.020307759
0,0.020266095
0,0.020263558
0,0.020259105
0,0.020234466
0,0.020233845
0,0.020219918
0,0.020167479
0,0.020156117
1,0.020129155
0,0.020113464
0,0.020113464
0,0.020113464
0,0.020113464
1,0.02008529
0,0.020078108
0,0.020050462
0,0.020046052
0,0.020013956
0,0.019996418
0,0.019993767
0,0.019954272
0,0.019942066
0,0.019942066
0,0.019942066
0,0.019942066
0,0.019942066
0,0.019942066
0,0.019942066
0,0.019937903
1,0.019922554
0,0.01991898
0,0.019898091
0,0.019896401
0,0.019890986
0,0.019883789
0,0.019871494
0,0.019828187
0,0.019806014
0,0.019802401
0,0.019783819
0,0.019776801
0,0.019768288
0,0.019755192
0,0.01975159
0,0.019747537
0,0.019706337
0,0.019678557
0,0.019620633
0,0.019566787
0,0.01956401
0,0.019555816
0,0.019552171
0,0.019548139
0,0.019532636
0,0.019510709
0,0.019509582
0,0.019485475
0,0.01944959
0,0.019449325
0,0.019449325
0,0.019440806
0,0.019430969
0,0.019421224
0,0.019407367
0,0.019384637
0,0.019350849
0,0.019350849
0,0.019350849
0,0.019350849
0,0.019350849
0,0.019350849
0,0.019350849
0,0.019350849
0,0.019350849
0,0.019350849
0,0.019350849
0,0.019350849
0,0.019350849
0,0.019350849
0,0.019350849
0,0.019350849
0,0.019350849
0,0.019350849
0,0.019326784
0,0.01932654
0,0.019307125
0,0.019290254
0,0.019255409
0,0.019220158
0,0.019210255
0,0.019195141
0,0.019188555
0,0.019176856
0,0.019176047
0,0.019160762
0,0.019159731
0,0.019135725
0,0.019115129
0,0.01908936
0,0.01906717
0,0.019058695
0,0.019046461
1,0.019036679
0,0.019022832
0,0.01902066
0,0.018997284
0,0.018983794
0,0.018983794
0,0.018983794
0,0.018983794
0,0.018983794
0,0.018983794
0,0.018983794
0,0.018983794
0,0.018973254
0,0.01896981
0,0.018966695
0,0.018951865
0,0.018929893
0,0.018921923
0,0.018912775
0,0.018900398
0,0.01886218
0,0.018854298
0,0.018810678
0,0.01880759
0,0.018790595
0,0.01877558
1,0.018772077
0,0.018769804
0,0.018754069
0,0.018752167
0,0.018722974
0,0.018706413
0,0.018661737
0,0.018660901
0,0.018657992
0,0.018642444
1,0.018632384
0,0.018631697
0,0.018628025
0,0.018625436
0,0.01860103
0,0.01860103
0,0.01860103
0,0.01860103
0,0.01860103
0,0.01860103
0,0.01860103
0,0.01860103
0,0.018583331
0,0.018567229
0,0.01855858
0,0.01854942
0,0.018533476
0,0.018525276
0,0.018523712
0,0.018446079
0,0.018445631
0,0.018441822
0,0.018419644
0,0.018405123
0,0.018396253
1,0.018386127
0,0.018370336
0,0.018368192
0,0.018364204
0,0.018362753
0,0.018344993
0,0.018318154
0,0.018316451
1,0.018282004
0,0.018249415
0,0.018247925
0,0.018247925
0,0.018247925
0,0.018245324
0,0.018244287
0,0.01824387
0,0.01822038
1,0.018217992
0,0.018215282
