Risk,Label
0.06650491900000001,False
0.001007478,False
0.000332804,False
4.2499999999999996e-05,False
0.103484923,False
0.018012839,False
0.000526997,False
0.005133967,False
8.05e-05,False
0.006705755,False
0.002498565,False
0.004786174,False
0.0039287459999999995,False
0.001028539,False
0.004774564,False
0.006734601999999999,False
0.003815764,False
0.11297932699999999,False
0.00044424199999999997,False
0.00045668900000000003,False
0.308585313,False
0.001176298,False
0.09404942300000001,False
0.000832011,False
0.044078453,False
0.053844834,False
0.016034096,False
0.0071866690000000006,False
0.004912649,False
0.005232514000000001,False
0.010927397,False
8.31e-05,False
0.028748257000000003,False
0.004522781,False
0.012523401000000002,False
0.000871327,False
0.0018469220000000002,False
0.001451934,False
0.000278466,False
0.004409832,False
0.0062728359999999995,False
0.00905661,False
0.8844622759999999,True
0.631511599,False
0.071615278,False
0.0070309380000000005,False
0.035721277,False
0.014560093,False
0.001067505,False
0.001230119,False
0.004247593,False
0.013168892,False
0.00753846,False
0.7036507590000001,False
0.029280191,False
0.008111561,False
0.058381962,False
0.013339287,False
0.0004154,False
0.003514007,False
0.004646387,False
0.0008856860000000001,False
0.003729075,False
0.012085963,False
0.004969778,False
4.47e-06,False
0.040858731,False
0.009095731999999999,False
4.68e-05,False
0.004366276,False
0.30658375600000004,False
0.041058612,False
0.008627749,False
0.28831009,False
0.014324338999999998,False
0.011635413999999998,False
0.0074862309999999994,False
0.022182538999999998,False
0.064307965,False
0.005198396,False
0.053176397,False
0.000611139,False
0.000321964,False
0.10852177,True
0.02615272,False
0.00915959,False
0.0028624559999999998,False
0.016420668,False
0.004225823,False
0.005871927,False
0.026323195,False
0.0049782540000000005,False
0.003114408,False
0.001416825,False
0.000550864,False
0.000850755,False
0.016104484,False
0.064785151,False
0.078415025,False
0.011080113,False
0.004457145,False
0.002845285,False
0.019837063999999998,False
0.10861077,False
8.840000000000001e-05,False
0.009328801,False
0.065365572,False
0.067000648,False
0.24819270699999998,False
0.006690336,False
0.027771894,False
0.13184949199999998,False
0.11069375,False
0.100758005,False
0.020058991,False
0.005745452,False
0.0013680370000000001,False
0.0014881920000000002,False
0.00044600099999999996,False
0.004646189,False
0.006036194,False
0.024730598,False
0.00493107,False
0.054593705,False
0.0016667160000000002,False
0.001552516,False
0.0016190470000000002,False
0.006624621,False
0.044915025,False
0.003094335,True
0.001082826,False
0.002909315,False
0.003409029,False
0.025695582,False
0.017242662,False
0.079932942,False
0.027891397999999998,False
0.0015251470000000001,False
0.001917415,False
0.007334111,False
0.043913756,False
0.003484476,False
0.0033895759999999996,False
0.00031017400000000003,False
0.005249531,False
0.006019654,False
0.016390055,False
0.010950703,False
0.229821909,False
0.01209223,False
0.012898256,False
0.00403442,False
0.001022895,False
0.007156132,False
0.001493921,False
0.249938178,False
0.056451705,False
0.0067848959999999995,False
0.004190258,False
0.042683375999999995,False
0.029941846,False
0.004809544000000001,False
0.003625212,False
0.001373106,False
0.003702842,False
0.000422048,False
0.004247242,False
0.005863279,False
0.005873074,False
0.001039387,False
0.004235132,False
0.0013805970000000001,False
5.24e-05,False
0.005524886,False
0.000588509,False
0.006034905,False
0.002373271,False
0.005212162,False
0.01970053,False
0.02012508,False
0.038019252999999996,False
0.02065817,False
0.000359789,False
0.6818588959999999,False
0.00776455,False
0.00017414400000000002,False
0.000839916,False
9.32e-05,False
0.007966059000000001,False
0.003991674000000001,False
0.013697953,False
0.022823967999999997,False
0.0030273340000000004,False
0.0032035979999999998,False
0.004322507,False
0.004951139,False
0.017151006,False
3.3100000000000005e-05,False
0.001032034,False
0.0029703359999999996,False
0.000417832,False
0.00010275200000000001,False
0.8909175229999999,True
0.055475249000000004,False
0.053764608,False
0.020416627,False
0.000652779,False
0.001720569,False
0.012515621000000001,False
0.0123663,False
0.064812798,False
0.004036252,False
9.17e-05,False
6.979999999999999e-05,False
0.006531388000000001,False
0.021092872000000002,False
0.059387916,False
0.047837132000000004,True
0.017448653,False
0.0016204939999999999,False
0.022730833,False
0.02469746,False
0.011224361,False
0.0009237939999999999,False
0.0036857009999999996,False
0.007137769,False
9.68e-06,False
0.006417048000000001,False
0.010745658,False
0.007886929,False
0.012160421000000001,False
0.005312393,False
0.00132134,False
0.34465779700000004,False
0.0007298669999999999,False
0.05316172,False
0.003864097,False
0.002665667,False
0.003081638,False
0.056437574000000004,False
0.009790338,False
0.090263427,False
0.001716584,False
0.000583247,False
0.003773996,False
0.012879506,False
0.010173646,False
0.055853672,False
0.065235078,True
0.004445585,False
0.0031097509999999996,False
0.002501383,False
0.003842892,False
0.02906616,False
0.011969778,False
0.01075466,False
0.005507871,False
0.000646742,False
0.001380898,False
0.0017423570000000002,False
0.0069185769999999995,False
0.00088001,False
0.09598367,True
0.004008342,False
0.014503933,False
0.039373188999999996,False
9.44e-05,False
6.55e-06,False
0.018661455,False
0.49673865100000003,False
0.004235738,False
0.0009312060000000001,False
0.08829010400000001,False
0.029757992,False
0.015233463000000001,False
0.06440619,False
0.020891798,False
0.056736229000000006,False
0.0009710060000000001,False
0.02213603,False
0.066597785,False
0.038611251,False
0.017409033,False
0.000237397,False
1.07e-05,False
0.008533284,False
0.0030229690000000004,False
0.012032286000000001,False
0.004297105,False
5.1e-05,False
9.33e-06,False
0.0006504719999999999,False
0.000202013,False
0.002817358,False
0.011084072,False
0.000345838,False
0.0010041339999999998,False
0.030499925,False
0.003754949,False
0.000333691,False
0.004210106,False
0.001335964,False
0.25191088100000003,False
0.003837057,False
0.009962776999999999,False
0.007001899999999999,False
0.0007734339999999999,False
0.001028174,False
0.020691055,False
0.027259644,False
0.002559857,False
0.002963291,False
0.010614071000000001,False
0.008818343000000001,False
0.003743955,False
0.00136026,False
0.18407425600000002,True
0.017635726,False
0.065053817,False
0.012403225,False
0.065813867,False
0.94824218,False
0.0072744509999999995,False
0.016292686,False
0.348443018,False
0.001223312,False
0.002842022,False
0.0006935999999999999,False
0.007262506,False
0.016745654,False
0.027295581,False
0.013956126000000001,False
0.001537,False
0.000556752,False
0.000873547,False
0.000781063,False
0.000611129,False
0.002235545,False
0.000508509,False
0.000799452,False
0.003983055,False
0.003493463,False
0.010068561,False
0.0304258,False
0.0016191220000000002,False
0.007061884,False
0.054515147,False
0.023598492000000002,False
0.008608858,False
0.010087888,False
0.00214709,False
0.0033965690000000003,True
0.009643546,False
0.012186942,False
0.006848548,False
0.003781509,False
0.003212472,False
0.090006382,False
0.19272956800000002,False
0.001999924,False
0.010754371,False
0.0036202879999999997,False
0.011484577,False
0.001025695,False
1.67e-05,False
0.009296409,False
0.007454540999999999,False
0.028368453,False
0.002499462,False
0.069306063,False
0.0025603329999999997,False
0.00650498,False
